"","Gene"
"13464","Snap29"
"13471","Snapc2"
"13474","Snapc5"
"13475","Snapin"
"13479","Snd1"
"13481","Snf8"
"13484","Snip1"
"13492","Snrnp200"
"13493","Snrnp25"
"13494","Snrnp27"
"13495","Snrnp35"
"13497","Snrnp40"
"13498","Snrnp40"
"13501","Snrnp48"
"13502","Snrnp70"
"13503","Snrpa"
"13504","Snrpa"
"13509","Snrpa1"
"13510","Snrpb"
"13511","Snrpb2"
"13512","Snrpd1"
"13514","Snrpd3"
"13522","Snupn"
"13523","Snw1"
"13524","Snx1"
"13526","Snx12"
"13527","Snx12"
"13528","Snx12"
"13529","Snx13"
"13533","Snx16"
"13535","Snx18"
"13536","Snx19"
"13545","Snx27"
"13547","Snx3"
"13548","Snx3"
"13552","Snx4"
"13554","Snx6"
"13558","Socs4"
"13560","Socs6"
"13561","Socs6"
"13565","Sod1"
"13568","Son"
"13569","Son"
"13570","Son"
"13597","Sos1"
"13607","Sp1"
"13608","Sp2"
"13615","Sp4"
"13616","Spag7"
"13618","Spag9"
"13628","Spast"
"13630","Spata2"
"13641","Spcs3"
"13653","Spg11"
"13655","Spg21"
"13657","Spg7"
"13658","Spg7"
"13665","Spidr"
"13666","Spin1"
"13680","Spop"
"13681","Spopl"
"13684","Sppl2a"
"13686","Sppl2b"
"13687","Sppl3"
"13696","Spryd3"
"13697","Spryd4"
"13713","Sptlc1"
"13715","Sptssa"
"13716","Spty2d1"
"13720","Srbd1"
"13730","Srebf2"
"13731","Srek1"
"13732","Srek1"
"13736","Srf"
"13737","Srfbp1"
"13741","Sri"
"13742","Sri"
"13747","Srm"
"13748","Srp14"
"13752","Srp72"
"13753","Srp9"
"13754","Srp9"
"13755","Srpk1"
"13761","Srprb"
"13764","Srr"
"13765","Srrm1"
"13766","Srrm1"
"13773","Srrt"
"13774","Srrt"
"13775","Srrt"
"13776","Srrt"
"13785","Srsf1"
"13786","Srsf1"
"13787","Srsf1"
"13788","Srsf1"
"13801","Srsf10"
"13802","Srsf10"
"13803","Srsf10"
"13813","Srsf11"
"13815","Srsf2"
"13816","Srsf2"
"13819","Srsf3"
"13820","Srsf4"
"13821","Srsf5"
"13822","Srsf5"
"13823","Srsf5"
"13839","Srsf6"
"13840","Srsf7"
"13841","Srsf9"
"13843","Ss18"
"13844","Ss18"
"13847","Ss18l1"
"13851","Ssbp1"
"13852","Ssbp1"
"13853","Ssbp1"
"13854","Ssbp1"
"13873","Ssbp3"
"13881","Ssna1"
"13883","Ssr1"
"13884","Ssr2"
"13886","Ssr3"
"13890","Ssrp1"
"13896","Ssu72"
"13897","Ssu72"
"13902","St13"
"13906","St3gal3"
"13907","St3gal3"
"13927","St7l"
"13936","Stag2"
"13937","Stag2"
"13942","Stam"
"13943","Stam2"
"13958","Stat3"
"13961","Stat5b"
"13962","Stat5b"
"13966","Stau1"
"13967","Stau1"
"13968","Stau1"
"13985","Stim1"
"13987","Stip1"
"13989","Stk11"
"13994","Stk24"
"13999","Stk35"
"14000","Stk38"
"14001","Stk38"
"14010","Stoml1"
"14019","Strap"
"14024","Strip1"
"14030","Strn4"
"14031","Strn4"
"14034","Stt3a"
"14035","Stt3a"
"14036","Stt3b"
"14037","Stub1"
"14043","Stx17"
"14045","Stx18"
"14046","Stx18"
"14056","Stx4a"
"14057","Stx4a"
"14060","Stx5a"
"14061","Stx5a"
"14062","Stx5a"
"14063","Stx5a"
"14074","Stx8"
"14075","Stx8"
"14085","Stxbp5"
"14089","Sub1"
"14090","Sub1"
"14098","Suco"
"14101","Suds3"
"14102","Suds3"
"14105","Sufu"
"14106","Sugp1"
"14109","Sugt1"
"14118","Sumf2"
"14119","Sumo1"
"14120","Sumo2"
"14121","Sumo2"
"14122","Sumo3"
"14125","Sun1"
"14133","Supt16"
"14134","Supt20"
"14138","Supt5"
"14139","Supt6"
"14140","Supt7l"
"14147","Surf4"
"14148","Surf6"
"14163","Swi5"
"14164","Swi5"
"14165","Swi5"
"14172","Swsap1"
"14180","Syf2"
"14183","Sympk"
"14185","Syncrip"
"14186","Syncrip"
"14187","Syncrip"
"14188","Syncrip"
"14212","Synj2bp"
"14213","Synj2bp"
"14225","Synrg"
"14226","Synrg"
"14235","Syvn1"
"14236","Syvn1"
"14237","Szrd1"
"14240","Tab1"
"14241","Tab2"
"14243","Tab3"
"14245","Tacc1"
"14253","Tada1"
"14254","Tada2a"
"14255","Tada2b"
"14256","Tada3"
"14257","Taf1"
"14258","Taf10"
"14260","Taf12"
"14265","Taf1d"
"14266","Taf1d"
"14267","Taf2"
"14269","Taf4"
"14271","Taf5l"
"14272","Taf6"
"14276","Taf8"
"14282","Tamm41"
"14300","Taok2"
"14301","Taok2"
"14310","Tarbp2"
"14311","Tardbp"
"14312","Tardbp"
"14313","Tardbp"
"14323","Tars"
"14326","Tatdn1"
"14331","Tax1bp1"
"14333","Taz"
"14334","Taz"
"14348","Tbc1d15"
"14354","Tbc1d20"
"14357","Tbc1d23"
"14368","Tbc1d5"
"14378","Tbca"
"14379","Tbcb"
"14382","Tbcd"
"14384","Tbck"
"14385","Tbk1"
"14388","Tbl1x"
"14389","Tbl1xr1"
"14390","Tbl1xr1"
"14393","Tbl2"
"14394","Tbp"
"14395","Tbp"
"14396","Tbp"
"14400","Tbpl1"
"14402","Tbrg1"
"14403","Tbrg4"
"14404","Tbrg4"
"14419","Tcea1"
"14425","Tceanc2"
"14426","Tcerg1"
"14434","Tcf25"
"14435","Tcf25"
"14450","Tcof1"
"14452","Tcp1"
"14453","Tcp1"
"14460","Tctex1d2"
"14465","Tdp2"
"14498","Terf2"
"14499","Terf2"
"14502","Terf2ip"
"14508","Tet3"
"14512","Tex2"
"14513","Tex2"
"14514","Tex261"
"14517","Tfam"
"14521","Tfb2m"
"14522","Tfcp2"
"14534","Tfip11"
"14561","Tgfbrap1"
"14567","Tgs1"
"14570","Thap1"
"14571","Thap11"
"14573","Thap3"
"14586","Thoc1"
"14589","Thoc3"
"14592","Thoc7"
"14595","Thop1"
"14596","Thra"
"14597","Thra"
"14600","Thrap3"
"14608","Thtpa"
"14609","Thumpd1"
"14610","Thumpd3"
"14613","Thyn1"
"14614","Tia1"
"14622","Tigar"
"14623","Tigd2"
"14624","Tigd5"
"14628","Timm17a"
"14630","Timm17b"
"14632","Timm21"
"14633","Timm22"
"14637","Timm50"
"14638","Timm8b"
"14641","Timmdc1"
"14650","Tiprl"
"14651","Tirap"
"14660","Tk2"
"14661","Tkfc"
"14674","Tle4"
"14678","Tlk1"
"14679","Tlk2"
"14699","Tm9sf2"
"14701","Tm9sf3"
"14703","Tma16"
"14707","Tmbim6"
"14719","Tmco1"
"14720","Tmco1"
"14727","Tmco6"
"14728","Tmed1"
"14729","Tmed10"
"14732","Tmed3"
"14733","Tmed4"
"14737","Tmed8"
"14738","Tmed9"
"14742","Tmem101"
"14744","Tmem106b"
"14746","Tmem106c"
"14750","Tmem11"
"14751","Tmem110"
"14758","Tmem126a"
"14760","Tmem127"
"14761","Tmem128"
"14766","Tmem135"
"14768","Tmem138"
"14775","Tmem147"
"14790","Tmem165"
"14794","Tmem170b"
"14802","Tmem177"
"14804","Tmem18"
"14806","Tmem183a"
"14810","Tmem185a"
"14812","Tmem186"
"14813","Tmem19"
"14819","Tmem199"
"14824","Tmem203"
"14831","Tmem209"
"14836","Tmem218"
"14838","Tmem219"
"14839","Tmem219"
"14840","Tmem219"
"14852","Tmem222"
"14853","Tmem230"
"14856","Tmem242"
"14858","Tmem245"
"14862","Tmem248"
"14866","Tmem251"
"14870","Tmem256"
"14871","Tmem256"
"14874","Tmem258"
"14875","Tmem259"
"14876","Tmem259"
"14879","Tmem260"
"14884","Tmem30a"
"14885","Tmem33"
"14886","Tmem33"
"14897","Tmem41b"
"14898","Tmem41b"
"14901","Tmem42"
"14905","Tmem50a"
"14906","Tmem50a"
"14915","Tmem60"
"14922","Tmem68"
"14925","Tmem70"
"14926","Tmem70"
"14943","Tmem9b"
"14944","Tmf1"
"14949","Tmpo"
"14950","Tmpo"
"14961","Tmppe"
"14968","Tmub2"
"14969","Tmub2"
"14974","Tmx1"
"14975","Tmx2"
"14977","Tmx3"
"14978","Tmx4"
"15000","Tnip2"
"15003","Tnks"
"15006","Tnks2"
"15034","Tnpo3"
"15036","Tnrc6a"
"15038","Tnrc6b"
"15055","Toe1"
"15056","Tollip"
"15060","Tom1l1"
"15064","Tomm20"
"15065","Tomm22"
"15066","Tomm34"
"15067","Tomm40"
"15068","Tomm40l"
"15073","Tomm70a"
"15077","Top3a"
"15079","Topors"
"15080","Tor1a"
"15088","Tor1b"
"15093","Tox4"
"15098","Tpd52l2"
"15099","Tpd52l2"
"15100","Tpd52l2"
"15117","Tpgs2"
"15120","Tpi1"
"15137","Tpp2"
"15138","Tpp2"
"15147","Tprkb"
"15152","Tra2b"
"15155","Trabd"
"15158","Traf2"
"15163","Traf6"
"15171","Trak1"
"15172","Trak1"
"15185","Tram1"
"15187","Trap1"
"15189","Trappc10"
"15191","Trappc12"
"15195","Trappc2l"
"15196","Trappc3"
"15198","Trappc5"
"15201","Trappc6b"
"15203","Trappc9"
"15206","Trdmt1"
"15214","Trim11"
"15221","Trim24"
"15227","Trim27"
"15228","Trim28"
"15234","Trim33"
"15235","Trim33"
"15238","Trim35"
"15239","Trim37"
"15241","Trim39"
"15242","Trim41"
"15243","Trim44"
"15259","Trip12"
"15260","Trip12"
"15267","Trip4"
"15273","Trmt10c"
"15274","Trmt11"
"15275","Trmt112"
"15276","Trmt112"
"15277","Trmt12"
"15281","Trmt44"
"15283","Trmt6"
"15287","Trmu"
"15288","Trnau1ap"
"15289","Trnt1"
"15295","Trp53bp2"
"15302","Trp53rka"
"15305","Trpc4ap"
"15316","Trub1"
"15317","Trub1"
"15324","Tsc2"
"15330","Tsc22d2"
"15331","Tsc22d2"
"15341","Tsen2"
"15342","Tsen54"
"15343","Tsfm"
"15344","Tshz1"
"15348","Tsn"
"15349","Tsnax"
"15358","Tspan31"
"15367","Tspyl1"
"15368","Tspyl2"
"15372","Tsr1"
"15374","Tsr3"
"15376","Tssc4"
"15377","Tssc4"
"15383","Tsta3"
"15388","Ttc1"
"15389","Ttc1"
"15398","Ttc19"
"15404","Ttc27"
"15409","Ttc33"
"15410","Ttc33"
"15415","Ttc37"
"15416","Ttc38"
"15418","Ttc4"
"15421","Ttc5"
"15423","Ttc7b"
"15424","Ttc9c"
"15426","Ttf1"
"15428","Tti1"
"15431","Ttll1"
"15433","Ttll12"
"15454","Tubb4b"
"15458","Tubg1"
"15465","Tubgcp6"
"15468","Tusc2"
"15470","Tut1"
"15471","Tvp23b"
"15476","Twistnb"
"15478","Txlna"
"15479","Txlna"
"15484","Txn2"
"15485","Txndc11"
"15486","Txndc11"
"15489","Txndc12"
"15490","Txndc15"
"15495","Txndc5"
"15496","Txndc9"
"15497","Txndc9"
"15498","Txndc9"
"15510","Txnl1"
"15511","Txnl4a"
"15512","Txnl4b"
"15525","Tyw1"
"15526","Tyw3"
"15527","U2af1"
"15529","U2af2"
"15530","U2af2"
"15538","Uap1"
"15539","Uap1"
"15541","Uba1"
"15542","Uba2"
"15546","Uba5"
"15549","Ubac1"
"15550","Ubac2"
"15553","Ubap1"
"15554","Ubap1"
"15555","Ubap1"
"15563","Ubap2l"
"15564","Ubap2l"
"15565","Ubap2l"
"15566","Ubap2l"
"15567","Ubap2l"
"15568","Ubap2l"
"15569","Ubap2l"
"15631","Ube2d2a"
"15632","Ube2d3"
"15633","Ube2d3"
"15634","Ube2d3"
"15653","Ube2e1"
"15657","Ube2f"
"15658","Ube2f"
"15661","Ube2g1"
"15665","Ube2i"
"15666","Ube2i"
"15667","Ube2i"
"15668","Ube2i"
"15681","Ube2j1"
"15682","Ube2j1"
"15688","Ube2k"
"15689","Ube2k"
"15692","Ube2l3"
"15696","Ube2n"
"15698","Ube2q1"
"15699","Ube2q1"
"15702","Ube2q2"
"15705","Ube2r2"
"15707","Ube2v1"
"15708","Ube2v1"
"15715","Ube2w"
"15716","Ube2z"
"15720","Ube3c"
"15721","Ube4a"
"15723","Ube4b"
"15724","Ubfd1"
"15725","Ubiad1"
"15728","Ubl4a"
"15729","Ubl5"
"15730","Ubl5"
"15733","Ubl7"
"15735","Ubn1"
"15736","Ubn2"
"15737","Ubn2"
"15740","Ubox5"
"15743","Ubp1"
"15744","Ubp1"
"15747","Ubqln1"
"15748","Ubqln1"
"15752","Ubqln4"
"15753","Ubr1"
"15754","Ubr2"
"15755","Ubr2"
"15758","Ubr3"
"15760","Ubr4"
"15763","Ubr5"
"15764","Ubr7"
"15772","Ubxn1"
"15773","Ubxn1"
"15776","Ubxn2a"
"15778","Ubxn4"
"15782","Ubxn7"
"15783","Ubxn8"
"15785","Uchl3"
"15786","Uchl5"
"15787","Uchl5"
"15790","Uck1"
"15796","Uevld"
"15797","Ufc1"
"15800","Ufl1"
"15801","Ufl1"
"15804","Ufm1"
"15806","Ufsp2"
"15809","Uggt1"
"15811","Ugp2"
"15812","Ugp2"
"15817","Uhrf1bp1"
"15818","Uhrf1bp1l"
"15819","Uhrf2"
"15820","Uimc1"
"15824","Ulk2"
"15825","Ulk3"
"15827","Umps"
"15830","Unc119b"
"15844","Upf1"
"15846","Upf3a"
"15847","Upf3b"
"15868","Urb2"
"15876","Urod"
"15880","Usb1"
"15889","Usp10"
"15895","Usp14"
"15896","Usp14"
"15899","Usp15"
"15900","Usp16"
"15909","Usp22"
"15910","Usp24"
"15911","Usp25"
"15914","Usp31"
"15915","Usp33"
"15916","Usp33"
"15923","Usp37"
"15924","Usp38"
"15925","Usp39"
"15926","Usp39"
"15929","Usp4"
"15930","Usp4"
"15933","Usp42"
"15937","Usp47"
"15939","Usp48"
"15940","Usp48"
"15945","Usp49"
"15946","Usp5"
"15947","Usp5"
"15955","Usp8"
"15961","Utp14a"
"15962","Utp15"
"15963","Utp18"
"15964","Utp20"
"15965","Utp23"
"15966","Utp3"
"15967","Utp6"
"15969","Uvrag"
"15971","Vac14"
"15989","Vapb"
"16004","Vcp"
"16006","Vdac1"
"16008","Vdac2"
"16013","Vezf1"
"16014","Vezf1"
"16015","Vezf1"
"16025","Vezt"
"16026","Vezt"
"16034","Vhl"
"16040","Vkorc1l1"
"16046","Vps11"
"16048","Vps13b"
"16054","Vps16"
"16055","Vps25"
"16056","Vps26a"
"16057","Vps26b"
"16058","Vps29"
"16059","Vps29"
"16060","Vps29"
"16073","Vps33a"
"16075","Vps35"
"16076","Vps36"
"16077","Vps37a"
"16079","Vps37c"
"16082","Vps41"
"16083","Vps45"
"16084","Vps4a"
"16085","Vps4b"
"16086","Vps4b"
"16089","Vps50"
"16090","Vps51"
"16091","Vps51"
"16094","Vps52"
"16097","Vps72"
"16103","Vrk3"
"16111","Vti1b"
"16121","Wac"
"16122","Wac"
"16123","Wac"
"16133","Wapl"
"16135","Wars"
"16136","Wars2"
"16139","Wasl"
"16143","Wbp11"
"16147","Wbp4"
"16156","Wdr1"
"16158","Wdr12"
"16163","Wdr18"
"16164","Wdr24"
"16165","Wdr25"
"16166","Wdr26"
"16167","Wdr26"
"16168","Wdr26"
"16177","Wdr33"
"16178","Wdr33"
"16181","Wdr34"
"16183","Wdr36"
"16184","Wdr36"
"16189","Wdr37"
"16191","Wdr41"
"16192","Wdr43"
"16197","Wdr45b"
"16198","Wdr46"
"16203","Wdr48"
"16204","Wdr5"
"16207","Wdr55"
"16211","Wdr61"
"16212","Wdr61"
"16216","Wdr7"
"16217","Wdr70"
"16218","Wdr73"
"16219","Wdr74"
"16224","Wdr77"
"16228","Wdr82"
"16230","Wdr83os"
"16232","Wdr92"
"16234","Wdtc1"
"16235","Wdyhv1"
"16240","Whamm"
"16241","Whamm"
"16249","Wipf2"
"16257","Wipi2"
"16276","Wrap53"
"16279","Wrb"
"16283","Wrnip1"
"16294","Wwp2"
"16296","Xab2"
"16311","Xpnpep3"
"16315","Xpo5"
"16317","Xpo7"
"16318","Xpot"
"16319","Xpr1"
"16321","Xrcc1"
"16322","Xrcc2"
"16329","Xrn2"
"16330","Xxylt1"
"16333","Yae1d1"
"16337","Yars"
"16338","Yars2"
"16339","Ybey"
"16345","Yeats4"
"16348","Yif1a"
"16353","Yipf1"
"16356","Yipf3"
"16357","Yipf4"
"16358","Yipf5"
"16360","Ykt6"
"16362","Yme1l1"
"16363","Yod1"
"16368","Yrdc"
"16369","Ythdc1"
"16372","Ythdf1"
"16377","Ywhab"
"16378","Ywhae"
"16380","Ywhah"
"16381","Ywhaq"
"16382","Ywhaq"
"16383","Yy1"
"16385","Zbed3"
"16388","Zbtb1"
"16390","Zbtb11"
"16393","Zbtb17"
"16401","Zbtb22"
"16402","Zbtb24"
"16414","Zbtb40"
"16421","Zbtb44"
"16422","Zbtb45"
"16423","Zbtb45"
"16427","Zbtb48"
"16429","Zbtb5"
"16433","Zbtb8a"
"16434","Zbtb8os"
"16435","Zbtb8os"
"16440","Zc3h10"
"16441","Zc3h11a"
"16446","Zc3h13"
"16447","Zc3h14"
"16448","Zc3h14"
"16459","Zc3h15"
"16460","Zc3h18"
"16461","Zc3h3"
"16462","Zc3h4"
"16465","Zc3h7a"
"16466","Zc3h7b"
"16469","Zc3hc1"
"16470","Zcchc10"
"16480","Zcchc4"
"16481","Zcchc4"
"16486","Zcchc7"
"16492","Zdhhc13"
"16495","Zdhhc16"
"16496","Zdhhc17"
"16498","Zdhhc18"
"16501","Zdhhc20"
"16503","Zdhhc3"
"16504","Zdhhc4"
"16505","Zdhhc5"
"16506","Zdhhc6"
"16507","Zdhhc7"
"16508","Zdhhc8"
"16509","Zdhhc8"
"16531","Zfand6"
"16532","Zfand6"
"16536","Zfp1"
"16537","Zfp101"
"16538","Zfp101"
"16542","Zfp106"
"16545","Zfp110"
"16561","Zfp146"
"16562","Zfp148"
"16563","Zfp148"
"16570","Zfp157"
"16574","Zfp174"
"16575","Zfp180"
"16586","Zfp207"
"16587","Zfp207"
"16596","Zfp212"
"16598","Zfp213"
"16600","Zfp235"
"16601","Zfp236"
"16603","Zfp24"
"16622","Zfp277"
"16623","Zfp277"
"16627","Zfp280b"
"16631","Zfp282"
"16633","Zfp3"
"16636","Zfp316"
"16637","Zfp317"
"16638","Zfp318"
"16639","Zfp318"
"16642","Zfp319"
"16649","Zfp330"
"16652","Zfp346"
"16653","Zfp35"
"16658","Zfp362"
"16661","Zfp369"
"16674","Zfp39"
"16681","Zfp407"
"16682","Zfp410"
"16685","Zfp426"
"16689","Zfp438"
"16691","Zfp444"
"16692","Zfp444"
"16698","Zfp451"
"16703","Zfp46"
"16707","Zfp472"
"16710","Zfp511"
"16712","Zfp512"
"16714","Zfp512b"
"16715","Zfp513"
"16716","Zfp513"
"16724","Zfp53"
"16728","Zfp553"
"16735","Zfp574"
"16738","Zfp592"
"16739","Zfp593"
"16741","Zfp598"
"16748","Zfp609"
"16751","Zfp619"
"16755","Zfp623"
"16766","Zfp639"
"16767","Zfp639"
"16776","Zfp64"
"16785","Zfp646"
"16786","Zfp646"
"16790","Zfp655"
"16796","Zfp668"
"16801","Zfp68"
"16802","Zfp68"
"16809","Zfp687"
"16811","Zfp689"
"16820","Zfp706"
"16821","Zfp709"
"16826","Zfp719"
"16828","Zfp729b"
"16829","Zfp740"
"16832","Zfp747"
"16833","Zfp748"
"16842","Zfp777"
"16844","Zfp780b"
"16846","Zfp787"
"16857","Zfp809"
"16858","Zfp81"
"16859","Zfp810"
"16861","Zfp821"
"16863","Zfp830"
"16865","Zfp84"
"16866","Zfp865"
"16870","Zfp868"
"16872","Zfp87"
"16879","Zfp90"
"16880","Zfp91"
"16894","Zfp954"
"16899","Zfp994"
"16900","Zfpl1"
"16901","Zfpl1"
"16906","Zfyve1"
"16908","Zfyve19"
"16909","Zfyve19"
"16910","Zfyve21"
"16911","Zfyve26"
"16912","Zfyve27"
"16913","Zfyve27"
"16920","Zhx3"
"16924","Zkscan14"
"16927","Zkscan3"
"16928","Zkscan3"
"16939","Zmat2"
"16944","Zmiz1"
"16945","Zmiz2"
"16946","Zmiz2"
"16947","Zmiz2"
"16954","Zmpste24"
"16958","Zmym4"
"16970","Zmynd19"
"16971","Zmynd19"
"16974","Zmynd8"
"16975","Zmynd8"
"16976","Zmynd8"
"16985","Znhit6"
"16986","Znhit6"
"16991","Znrf1"
"16992","Znrf1"
"16993","Znrf1"
"17003","Znrf2"
"17004","Znrf3"
"17005","Znrf3"
"17008","Zpr1"
"17009","Zpr1"
"17012","Zranb1"
"17014","Zranb2"
"17015","Zranb2"
"17020","Zrsr1"
"17021","Zrsr2"
"17022","Zrsr2"
"17030","Zscan26"
"17032","Zscan29"
"17033","Zscan29"
"17036","Zswim1"
"17037","Zswim3"
"17041","Zswim8"
"17042","Zw10"
"17043","Zwint"
"17044","Zwint"
"17045","Zwint"
"17052","Zxdb"
"17053","Zxdc"
"17054","Zxdc"
"17055","Zxdc"
"17059","Zyg11b"
